Country,Year,Sex,Age,Suicides_No,Population,Suicides100kPop,HDIYear,GDPYear,GDPCapita,Generation
Antigua and Barbuda,1991,female,25-34 years,0,6396,0,0.683,481706333,7976,Boomers
Antigua and Barbuda,1991,female,35-54 years,0,6198,0,0.683,481706333,7976,Boomers
Antigua and Barbuda,1991,female,5-14 years,0,7089,0,0.683,481706333,7976,Millenials
Antigua and Barbuda,1991,female,55-74 years,0,3665,0,0.683,481706333,7976,Silent
Antigua and Barbuda,1991,female,75+ years,0,1293,0,0.683,481706333,7976,G.I. Generation
Antigua and Barbuda,1991,male,15-24 years,0,6401,0,0.683,481706333,7976,Generation X
Antigua and Barbuda,1991,male,25-34 years,0,6156,0,0.683,481706333,7976,Boomers
Antigua and Barbuda,1991,male,35-54 years,0,6122,0,0.683,481706333,7976,Boomers
Antigua and Barbuda,1991,male,5-14 years,0,6818,0,0.683,481706333,7976,Millenials
Antigua and Barbuda,1991,male,55-74 years,0,2857,0,0.683,481706333,7976,Silent
Antigua and Barbuda,1991,male,75+ years,0,804,0,0.683,481706333,7976,G.I. Generation
Antigua and Barbuda,1992,female,15-24 years,0,6369,0,0.683,499281148,8087,Generation X
Antigua and Barbuda,1992,female,25-34 years,0,6650,0,0.683,499281148,8087,Boomers
Antigua and Barbuda,1992,female,35-54 years,0,6534,0,0.683,499281148,8087,Boomers
Antigua and Barbuda,1992,female,5-14 years,0,7311,0,0.683,499281148,8087,Millenials
Antigua and Barbuda,1992,female,55-74 years,0,3648,0,0.683,499281148,8087,Silent
Antigua and Barbuda,1992,female,75+ years,0,1339,0,0.683,499281148,8087,G.I. Generation
Antigua and Barbuda,1992,male,15-24 years,0,6221,0,0.683,499281148,8087,Generation X
Antigua and Barbuda,1992,male,25-34 years,0,6409,0,0.683,499281148,8087,Boomers
Antigua and Barbuda,1992,male,35-54 years,0,6497,0,0.683,499281148,8087,Boomers
Antigua and Barbuda,1992,male,5-14 years,0,7059,0,0.683,499281148,8087,Millenials
Antigua and Barbuda,1992,male,55-74 years,0,2851,0,0.683,499281148,8087,Silent
Antigua and Barbuda,1992,male,75+ years,0,853,0,0.683,499281148,8087,G.I. Generation
Antigua and Barbuda,1993,male,25-34 years,1,6668,15,0.683,535172778,8453,Boomers
Antigua and Barbuda,1993,female,15-24 years,0,6182,0,0.683,535172778,8453,Generation X
Antigua and Barbuda,1993,female,25-34 years,0,6914,0,0.683,535172778,8453,Boomers
Antigua and Barbuda,1993,female,35-54 years,0,6917,0,0.683,535172778,8453,Boomers
Antigua and Barbuda,1993,female,5-14 years,0,7529,0,0.683,535172778,8453,Millenials
Antigua and Barbuda,1993,female,55-74 years,0,3662,0,0.683,535172778,8453,Silent
Antigua and Barbuda,1993,female,75+ years,0,1386,0,0.683,535172778,8453,G.I. Generation
Antigua and Barbuda,1993,male,15-24 years,0,6069,0,0.683,535172778,8453,Generation X
Antigua and Barbuda,1993,male,35-54 years,0,6915,0,0.683,535172778,8453,Boomers
Antigua and Barbuda,1993,male,5-14 years,0,7298,0,0.683,535172778,8453,Millenials
Antigua and Barbuda,1993,male,55-74 years,0,2879,0,0.683,535172778,8453,Silent
Antigua and Barbuda,1993,male,75+ years,0,896,0,0.683,535172778,8453,G.I. Generation
Antigua and Barbuda,1994,female,15-24 years,0,6083,0,0.683,589429593,9062,Generation X
Antigua and Barbuda,1994,female,25-34 years,0,7151,0,0.683,589429593,9062,Boomers
Antigua and Barbuda,1994,female,35-54 years,0,7357,0,0.683,589429593,9062,Boomers
Antigua and Barbuda,1994,female,5-14 years,0,7722,0,0.683,589429593,9062,Millenials
Antigua and Barbuda,1994,female,55-74 years,0,3715,0,0.683,589429593,9062,Silent
Antigua and Barbuda,1994,female,75+ years,0,1437,0,0.683,589429593,9062,G.I. Generation
Antigua and Barbuda,1994,male,15-24 years,0,5976,0,0.683,589429593,9062,Generation X
Antigua and Barbuda,1994,male,25-34 years,0,6886,0,0.683,589429593,9062,Boomers
Antigua and Barbuda,1994,male,35-54 years,0,7359,0,0.683,589429593,9062,Boomers
Antigua and Barbuda,1994,male,5-14 years,0,7494,0,0.683,589429593,9062,Millenials
Antigua and Barbuda,1994,male,55-74 years,0,2935,0,0.683,589429593,9062,Silent
Antigua and Barbuda,1994,male,75+ years,0,929,0,0.683,589429593,9062,G.I. Generation
Antigua and Barbuda,1995,female,15-24 years,0,6099,0,0.683,577280741,8636,Generation X
Antigua and Barbuda,1995,female,25-34 years,0,7333,0,0.683,577280741,8636,Generation X
Antigua and Barbuda,1995,female,35-54 years,0,7851,0,0.683,577280741,8636,Boomers
Antigua and Barbuda,1995,female,5-14 years,0,7885,0,0.683,577280741,8636,Millenials
Antigua and Barbuda,1995,female,55-74 years,0,3808,0,0.683,577280741,8636,Silent
Antigua and Barbuda,1995,female,75+ years,0,1488,0,0.683,577280741,8636,G.I. Generation
Antigua and Barbuda,1995,male,15-24 years,0,5953,0,0.683,577280741,8636,Generation X
Antigua and Barbuda,1995,male,25-34 years,0,7023,0,0.683,577280741,8636,Generation X
Antigua and Barbuda,1995,male,35-54 years,0,7809,0,0.683,577280741,8636,Boomers
Antigua and Barbuda,1995,male,5-14 years,0,7632,0,0.683,577280741,8636,Millenials
Antigua and Barbuda,1995,male,55-74 years,0,3021,0,0.683,577280741,8636,Silent
Antigua and Barbuda,1995,male,75+ years,0,944,0,0.683,577280741,8636,G.I. Generation
Antigua and Barbuda,1998,female,15-24 years,0,6529,0,0.683,727860593,10078,Generation X
Antigua and Barbuda,1998,female,25-34 years,0,8332,0,0.683,727860593,10078,Generation X
Antigua and Barbuda,1998,female,35-54 years,0,9615,0,0.683,727860593,10078,Boomers
Antigua and Barbuda,1998,female,5-14 years,0,8183,0,0.683,727860593,10078,Millenials
Antigua and Barbuda,1998,female,55-74 years,0,3921,0,0.683,727860593,10078,Silent
Antigua and Barbuda,1998,female,75+ years,0,1476,0,0.683,727860593,10078,G.I. Generation
Antigua and Barbuda,1998,male,15-24 years,0,5916,0,0.683,727860593,10078,Generation X
Antigua and Barbuda,1998,male,25-34 years,0,7294,0,0.683,727860593,10078,Generation X
Antigua and Barbuda,1998,male,35-54 years,0,9086,0,0.683,727860593,10078,Boomers
Antigua and Barbuda,1998,male,5-14 years,0,7706,0,0.683,727860593,10078,Millenials
Antigua and Barbuda,1998,male,55-74 years,0,3213,0,0.683,727860593,10078,Silent
Antigua and Barbuda,1998,male,75+ years,0,954,0,0.683,727860593,10078,G.I. Generation
Antigua and Barbuda,1999,female,15-24 years,0,6589,0,0.683,766198926,10378,Generation X
Antigua and Barbuda,1999,female,25-34 years,0,8526,0,0.683,766198926,10378,Generation X
Antigua and Barbuda,1999,female,35-54 years,0,10311,0,0.683,766198926,10378,Boomers
Antigua and Barbuda,1999,female,5-14 years,0,8314,0,0.683,766198926,10378,Millenials
Antigua and Barbuda,1999,female,55-74 years,0,3968,0,0.683,766198926,10378,Silent
Antigua and Barbuda,1999,female,75+ years,0,1451,0,0.683,766198926,10378,G.I. Generation
Antigua and Barbuda,1999,male,15-24 years,0,5845,0,0.683,766198926,10378,Generation X
Antigua and Barbuda,1999,male,25-34 years,0,7263,0,0.683,766198926,10378,Generation X
Antigua and Barbuda,1999,male,35-54 years,0,9537,0,0.683,766198926,10378,Boomers
Antigua and Barbuda,1999,male,5-14 years,0,7805,0,0.683,766198926,10378,Millenials
Antigua and Barbuda,1999,male,55-74 years,0,3276,0,0.683,766198926,10378,Silent
Antigua and Barbuda,1999,male,75+ years,0,947,0,0.683,766198926,10378,G.I. Generation
Antigua and Barbuda,2000,male,55-74 years,1,3333,30,0.683,830158778,11021,Silent
Antigua and Barbuda,2000,male,35-54 years,1,10033,9.97,0.683,830158778,11021,Boomers
Antigua and Barbuda,2000,female,15-24 years,0,6616,0,0.683,830158778,11021,Generation X
Antigua and Barbuda,2000,female,25-34 years,0,8595,0,0.683,830158778,11021,Generation X
Antigua and Barbuda,2000,female,35-54 years,0,11040,0,0.683,830158778,11021,Boomers
Antigua and Barbuda,2000,female,5-14 years,0,8439,0,0.683,830158778,11021,Millenials
Antigua and Barbuda,2000,female,55-74 years,0,3986,0,0.683,830158778,11021,Silent
Antigua and Barbuda,2000,female,75+ years,0,1413,0,0.683,830158778,11021,G.I. Generation
Antigua and Barbuda,2000,male,15-24 years,0,5783,0,0.683,830158778,11021,Generation X
Antigua and Barbuda,2000,male,25-34 years,0,7177,0,0.683,830158778,11021,Generation X
Antigua and Barbuda,2000,male,5-14 years,0,7973,0,0.683,830158778,11021,Millenials
Antigua and Barbuda,2000,male,75+ years,0,938,0,0.683,830158778,11021,G.I. Generation
Antigua and Barbuda,2001,male,35-54 years,2,10281,19.45,0.683,800740259,10468,Boomers
Antigua and Barbuda,2001,female,15-24 years,0,6902,0,0.683,800740259,10468,Millenials
Antigua and Barbuda,2001,female,25-34 years,0,8425,0,0.683,800740259,10468,Generation X
Antigua and Barbuda,2001,female,35-54 years,0,11402,0,0.683,800740259,10468,Boomers
Antigua and Barbuda,2001,female,5-14 years,0,8428,0,0.683,800740259,10468,Millenials
Antigua and Barbuda,2001,female,55-74 years,0,4037,0,0.683,800740259,10468,Silent
Antigua and Barbuda,2001,female,75+ years,0,1487,0,0.683,800740259,10468,Silent
Antigua and Barbuda,2001,male,15-24 years,0,6084,0,0.683,800740259,10468,Millenials
Antigua and Barbuda,2001,male,25-34 years,0,7071,0,0.683,800740259,10468,Generation X
Antigua and Barbuda,2001,male,5-14 years,0,7958,0,0.683,800740259,10468,Millenials
Antigua and Barbuda,2001,male,55-74 years,0,3442,0,0.683,800740259,10468,Silent
Antigua and Barbuda,2001,male,75+ years,0,980,0,0.683,800740259,10468,Silent
Antigua and Barbuda,2002,female,15-24 years,0,7196,0,0.683,814615333,10499,Millenials
Antigua and Barbuda,2002,female,25-34 years,0,8155,0,0.683,814615333,10499,Generation X
Antigua and Barbuda,2002,female,35-54 years,0,11760,0,0.683,814615333,10499,Boomers
Antigua and Barbuda,2002,female,5-14 years,0,8408,0,0.683,814615333,10499,Millenials
Antigua and Barbuda,2002,female,55-74 years,0,4050,0,0.683,814615333,10499,Silent
Antigua and Barbuda,2002,female,75+ years,0,1547,0,0.683,814615333,10499,Silent
Antigua and Barbuda,2002,male,15-24 years,0,6416,0,0.683,814615333,10499,Millenials
Antigua and Barbuda,2002,male,25-34 years,0,6921,0,0.683,814615333,10499,Generation X
Antigua and Barbuda,2002,male,35-54 years,0,10604,0,0.683,814615333,10499,Boomers
Antigua and Barbuda,2002,male,5-14 years,0,7980,0,0.683,814615333,10499,Millenials
Antigua and Barbuda,2002,male,55-74 years,0,3527,0,0.683,814615333,10499,Silent
Antigua and Barbuda,2002,male,75+ years,0,1024,0,0.683,814615333,10499,Silent
Antigua and Barbuda,2003,male,55-74 years,1,3594,27.82,0.683,855643111,10878,Silent
Antigua and Barbuda,2003,female,15-24 years,0,7454,0,0.683,855643111,10878,Millenials
Antigua and Barbuda,2003,female,25-34 years,0,7831,0,0.683,855643111,10878,Generation X
Antigua and Barbuda,2003,female,35-54 years,0,12129,0,0.683,855643111,10878,Boomers
Antigua and Barbuda,2003,female,5-14 years,0,8423,0,0.683,855643111,10878,Millenials
Antigua and Barbuda,2003,female,55-74 years,0,4054,0,0.683,855643111,10878,Silent
Antigua and Barbuda,2003,female,75+ years,0,1583,0,0.683,855643111,10878,Silent
Antigua and Barbuda,2003,male,15-24 years,0,6730,0,0.683,855643111,10878,Millenials
Antigua and Barbuda,2003,male,25-34 years,0,6734,0,0.683,855643111,10878,Generation X
Antigua and Barbuda,2003,male,35-54 years,0,10997,0,0.683,855643111,10878,Boomers
Antigua and Barbuda,2003,male,5-14 years,0,8061,0,0.683,855643111,10878,Millenials
Antigua and Barbuda,2003,male,75+ years,0,1068,0,0.683,855643111,10878,Silent
Antigua and Barbuda,2004,male,55-74 years,1,3665,27.29,0.683,919577148,11535,Silent
Antigua and Barbuda,2004,male,35-54 years,1,11406,8.77,0.683,919577148,11535,Boomers
Antigua and Barbuda,2004,female,15-24 years,0,7648,0,0.683,919577148,11535,Millenials
Antigua and Barbuda,2004,female,25-34 years,0,7531,0,0.683,919577148,11535,Generation X
Antigua and Barbuda,2004,female,35-54 years,0,12492,0,0.683,919577148,11535,Boomers
Antigua and Barbuda,2004,female,5-14 years,0,8488,0,0.683,919577148,11535,Millenials
Antigua and Barbuda,2004,female,55-74 years,0,4088,0,0.683,919577148,11535,Silent
Antigua and Barbuda,2004,female,75+ years,0,1590,0,0.683,919577148,11535,Silent
Antigua and Barbuda,2004,male,15-24 years,0,6968,0,0.683,919577148,11535,Millenials
Antigua and Barbuda,2004,male,25-34 years,0,6556,0,0.683,919577148,11535,Generation X
Antigua and Barbuda,2004,male,5-14 years,0,8196,0,0.683,919577148,11535,Millenials
Antigua and Barbuda,2004,male,75+ years,0,1094,0,0.683,919577148,11535,Silent
Antigua and Barbuda,2005,female,15-24 years,0,7780,0,0.683,1022191296,12649,Millenials
Antigua and Barbuda,2005,female,25-34 years,0,7327,0,0.683,1022191296,12649,Generation X
Antigua and Barbuda,2005,female,35-54 years,0,12835,0,0.683,1022191296,12649,Boomers
Antigua and Barbuda,2005,female,5-14 years,0,8584,0,0.683,1022191296,12649,Millenials
Antigua and Barbuda,2005,female,55-74 years,0,4157,0,0.683,1022191296,12649,Silent
Antigua and Barbuda,2005,female,75+ years,0,1575,0,0.683,1022191296,12649,Silent
Antigua and Barbuda,2005,male,15-24 years,0,7113,0,0.683,1022191296,12649,Millenials
Antigua and Barbuda,2005,male,25-34 years,0,6444,0,0.683,1022191296,12649,Generation X
Antigua and Barbuda,2005,male,35-54 years,0,11778,0,0.683,1022191296,12649,Boomers
Antigua and Barbuda,2005,male,5-14 years,0,8358,0,0.683,1022191296,12649,Millenials
Antigua and Barbuda,2005,male,55-74 years,0,3748,0,0.683,1022191296,12649,Silent
Antigua and Barbuda,2005,male,75+ years,0,1110,0,0.683,1022191296,12649,Silent
Antigua and Barbuda,2006,female,15-24 years,0,7902,0,0.683,1157005444,14114,Millenials
Antigua and Barbuda,2006,female,25-34 years,0,7098,0,0.683,1157005444,14114,Generation X
Antigua and Barbuda,2006,female,35-54 years,0,13374,0,0.683,1157005444,14114,Boomers
Antigua and Barbuda,2006,female,5-14 years,0,8571,0,0.683,1157005444,14114,Millenials
Antigua and Barbuda,2006,female,55-74 years,0,4256,0,0.683,1157005444,14114,Silent
Antigua and Barbuda,2006,female,75+ years,0,1573,0,0.683,1157005444,14114,Silent
Antigua and Barbuda,2006,male,15-24 years,0,7239,0,0.683,1157005444,14114,Millenials
Antigua and Barbuda,2006,male,25-34 years,0,6319,0,0.683,1157005444,14114,Generation X
Antigua and Barbuda,2006,male,35-54 years,0,12202,0,0.683,1157005444,14114,Boomers
Antigua and Barbuda,2006,male,5-14 years,0,8485,0,0.683,1157005444,14114,Millenials
Antigua and Barbuda,2006,male,55-74 years,0,3847,0,0.683,1157005444,14114,Silent
Antigua and Barbuda,2006,male,75+ years,0,1107,0,0.683,1157005444,14114,Silent
Antigua and Barbuda,2007,male,35-54 years,1,12530,7.98,0.683,1311401333,15775,Boomers
Antigua and Barbuda,2007,female,15-24 years,0,8013,0,0.683,1311401333,15775,Millenials
Antigua and Barbuda,2007,female,25-34 years,0,6962,0,0.683,1311401333,15775,Generation X
Antigua and Barbuda,2007,female,35-54 years,0,13860,0,0.683,1311401333,15775,Boomers
Antigua and Barbuda,2007,female,5-14 years,0,8555,0,0.683,1311401333,15775,Generation Z
Antigua and Barbuda,2007,female,55-74 years,0,4400,0,0.683,1311401333,15775,Silent
Antigua and Barbuda,2007,female,75+ years,0,1568,0,0.683,1311401333,15775,Silent
Antigua and Barbuda,2007,male,15-24 years,0,7330,0,0.683,1311401333,15775,Millenials
Antigua and Barbuda,2007,male,25-34 years,0,6267,0,0.683,1311401333,15775,Generation X
Antigua and Barbuda,2007,male,5-14 years,0,8564,0,0.683,1311401333,15775,Generation Z
Antigua and Barbuda,2007,male,55-74 years,0,3988,0,0.683,1311401333,15775,Silent
Antigua and Barbuda,2007,male,75+ years,0,1094,0,0.683,1311401333,15775,Silent
Antigua and Barbuda,2008,female,15-24 years,0,8108,0,0.683,1368431037,16238,Millenials
Antigua and Barbuda,2008,female,25-34 years,0,6910,0,0.683,1368431037,16238,Generation X
Antigua and Barbuda,2008,female,35-54 years,0,14278,0,0.683,1368431037,16238,Boomers
Antigua and Barbuda,2008,female,5-14 years,0,8537,0,0.683,1368431037,16238,Generation Z
Antigua and Barbuda,2008,female,55-74 years,0,4587,0,0.683,1368431037,16238,Silent
Antigua and Barbuda,2008,female,75+ years,0,1567,0,0.683,1368431037,16238,Silent
Antigua and Barbuda,2008,male,15-24 years,0,7404,0,0.683,1368431037,16238,Millenials
Antigua and Barbuda,2008,male,25-34 years,0,6274,0,0.683,1368431037,16238,Generation X
Antigua and Barbuda,2008,male,35-54 years,0,12782,0,0.683,1368431037,16238,Boomers
Antigua and Barbuda,2008,male,5-14 years,0,8599,0,0.683,1368431037,16238,Generation Z
Antigua and Barbuda,2008,male,55-74 years,0,4158,0,0.683,1368431037,16238,Silent
Antigua and Barbuda,2008,male,75+ years,0,1069,0,0.683,1368431037,16238,Silent
Antigua and Barbuda,2009,female,15-24 years,0,8199,0,0.683,1224253000,14335,Millenials
Antigua and Barbuda,2009,female,25-34 years,0,6917,0,0.683,1224253000,14335,Generation X
Antigua and Barbuda,2009,female,35-54 years,0,14629,0,0.683,1224253000,14335,Boomers
Antigua and Barbuda,2009,female,5-14 years,0,8514,0,0.683,1224253000,14335,Generation Z
Antigua and Barbuda,2009,female,55-74 years,0,4793,0,0.683,1224253000,14335,Silent
Antigua and Barbuda,2009,female,75+ years,0,1571,0,0.683,1224253000,14335,Silent
Antigua and Barbuda,2009,male,15-24 years,0,7489,0,0.683,1224253000,14335,Millenials
Antigua and Barbuda,2009,male,25-34 years,0,6325,0,0.683,1224253000,14335,Generation X
Antigua and Barbuda,2009,male,35-54 years,0,12978,0,0.683,1224253000,14335,Boomers
Antigua and Barbuda,2009,male,5-14 years,0,8599,0,0.683,1224253000,14335,Generation Z
Antigua and Barbuda,2009,male,55-74 years,0,4349,0,0.683,1224253000,14335,Silent
Antigua and Barbuda,2009,male,75+ years,0,1042,0,0.683,1224253000,14335,Silent
Antigua and Barbuda,2012,female,15-24 years,0,8435,0,0.781,1211411704,13657,Millenials
Antigua and Barbuda,2012,female,25-34 years,0,7215,0,0.781,1211411704,13657,Millenials
Antigua and Barbuda,2012,female,35-54 years,0,15193,0,0.781,1211411704,13657,Generation X
Antigua and Barbuda,2012,female,5-14 years,0,8401,0,0.781,1211411704,13657,Generation Z
Antigua and Barbuda,2012,female,55-74 years,0,5512,0,0.781,1211411704,13657,Boomers
Antigua and Barbuda,2012,female,75+ years,0,1625,0,0.781,1211411704,13657,Silent
Antigua and Barbuda,2012,male,15-24 years,0,7893,0,0.781,1211411704,13657,Millenials
Antigua and Barbuda,2012,male,25-34 years,0,6629,0,0.781,1211411704,13657,Millenials
Antigua and Barbuda,2012,male,35-54 years,0,13280,0,0.781,1211411704,13657,Generation X
Antigua and Barbuda,2012,male,5-14 years,0,8475,0,0.781,1211411704,13657,Generation Z
Antigua and Barbuda,2012,male,55-74 years,0,4994,0,0.781,1211411704,13657,Boomers
Antigua and Barbuda,2012,male,75+ years,0,1051,0,0.781,1211411704,13657,Silent
